Task,Mode,Participant,Run time,Created at,Robot count
varying_visualization,full-state,CVCiHnQvDq-VNvo-m8qeVw,172.199,2013-08-27 15:06:23 UTC,100,""
maze_positioning,default,L9FqT2lF54UhPVVuwOq9og,51.983,2013-08-27 15:26:15 UTC,375,""
robot_positioning,default,L9FqT2lF54UhPVVuwOq9og,1.252,2013-08-27 15:26:31 UTC,1,""
varying_control,attractive,L9FqT2lF54UhPVVuwOq9og,73.788,2013-08-27 15:29:22 UTC,16,""
varying_visualization,convex-hull,5DMnuiyQSoJUF1TjZuByBg,305.512,2013-08-27 15:34:31 UTC,100,""
varying_control,attractive,5DMnuiyQSoJUF1TjZuByBg,370.361,2013-08-27 15:42:20 UTC,16,""
maze_positioning,default,5DMnuiyQSoJUF1TjZuByBg,288.761,2013-08-27 15:47:27 UTC,21,""
maze_positioning,default,5DMnuiyQSoJUF1TjZuByBg,112.881,2013-08-27 15:49:34 UTC,91,""
maze_positioning,default,5DMnuiyQSoJUF1TjZuByBg,109.768,2013-08-27 15:51:38 UTC,206,""
maze_positioning,default,5DMnuiyQSoJUF1TjZuByBg,115.592,2013-08-27 15:53:49 UTC,64,""
varying_visualization,full-state,wW3eoyCivjtkGO_oXUin5w,66.724,2013-08-27 15:55:55 UTC,100,""
varying_control,attractive,wW3eoyCivjtkGO_oXUin5w,103.757,2013-08-27 15:59:36 UTC,16,""
varying_visualization,mean,l0jdMpwMmSqbg1C98FGtJg,144.92,2013-08-27 16:10:00 UTC,100,""
varying_visualization,full-state,l0jdMpwMmSqbg1C98FGtJg,80.791,2013-08-27 16:11:58 UTC,100,""
varying_visualization,mean & variance,l0jdMpwMmSqbg1C98FGtJg,96.221,2013-08-27 16:15:08 UTC,100,""
varying_visualization,convex-hull,l0jdMpwMmSqbg1C98FGtJg,255.82,2013-08-27 16:19:36 UTC,100,""
varying_visualization,full-state,l0jdMpwMmSqbg1C98FGtJg,197.66,2013-08-27 16:23:06 UTC,100,""
varying_control,repulsive,l0jdMpwMmSqbg1C98FGtJg,176,2013-08-27 16:26:34 UTC,16,""
varying_control,global,l0jdMpwMmSqbg1C98FGtJg,119.525,2013-08-27 16:28:47 UTC,16,""
varying_control,attractive,l0jdMpwMmSqbg1C98FGtJg,33.017,2013-08-27 16:29:31 UTC,16,""
varying_control,repulsive,l0jdMpwMmSqbg1C98FGtJg,170.024,2013-08-27 16:32:36 UTC,16,""
varying_control,attractive,l0jdMpwMmSqbg1C98FGtJg,39.029,2013-08-27 16:33:29 UTC,16,""
maze_positioning,default,l0jdMpwMmSqbg1C98FGtJg,66.051,2013-08-27 16:34:51 UTC,77,""
maze_positioning,default,l0jdMpwMmSqbg1C98FGtJg,57.219,2013-08-27 16:36:19 UTC,292,""
maze_positioning,default,l0jdMpwMmSqbg1C98FGtJg,74.071,2013-08-27 16:37:49 UTC,427,""
maze_positioning,default,l0jdMpwMmSqbg1C98FGtJg,68.536,2013-08-27 16:39:07 UTC,44,""
maze_positioning,default,l0jdMpwMmSqbg1C98FGtJg,92.55,2013-08-27 16:40:52 UTC,464,""
robot_positioning,default,l0jdMpwMmSqbg1C98FGtJg,108.796,2013-08-27 16:43:47 UTC,8,""
robot_positioning,default,l0jdMpwMmSqbg1C98FGtJg,62.01,2013-08-27 16:45:01 UTC,9,""
robot_positioning,default,l0jdMpwMmSqbg1C98FGtJg,49.606,2013-08-27 16:46:19 UTC,6,""
robot_positioning,default,l0jdMpwMmSqbg1C98FGtJg,28.746,2013-08-27 16:46:58 UTC,5,""
robot_positioning,default,l0jdMpwMmSqbg1C98FGtJg,11.321,2013-08-27 16:47:17 UTC,2,""
pyramid_building,5.7,l0jdMpwMmSqbg1C98FGtJg,231.641,2013-08-27 16:51:22 UTC,8,""
varying_visualization,full-state,-BEAvP7djLMT7AJBQ77LvA,134.447,2013-08-27 16:52:45 UTC,100,""
pyramid_building,4.9,l0jdMpwMmSqbg1C98FGtJg,256.37,2013-08-27 16:55:50 UTC,8,""
varying_visualization,full-state,Q-yBzs1JRt7QKpzS4ROBjQ,91.166,2013-08-27 16:56:28 UTC,100,""
pyramid_building,5.4,l0jdMpwMmSqbg1C98FGtJg,241.168,2013-08-27 17:00:04 UTC,8,""
varying_visualization,full-state,D6HldX-wwBzdcqV3n2gsqw,99.821,2013-08-27 17:03:19 UTC,100,""
varying_visualization,full-state,-3ZwfJAlbsaccsVwWVgBQg,207.349,2013-08-27 17:06:39 UTC,100,""
robot_positioning,default,5DMnuiyQSoJUF1TjZuByBg,141.709,2013-08-27 17:09:36 UTC,7,""
varying_control,attractive,NpZjA2JfGAf9-a5wA34SkQ,66.331,2013-08-27 17:16:36 UTC,16,""
varying_visualization,full-state,-Af8jN3rHHeoI_ByVZFu8g,188.887,2013-08-27 17:18:19 UTC,100,""
varying_visualization,full-state,HEkYDIaNxdn7vBzAnndh4Q,142.44,2013-08-27 17:25:51 UTC,100,""
varying_visualization,full-state,3etOMrhUy8dijNmTs7Jedg,177.503,2013-08-27 17:25:59 UTC,100,""
varying_control,global,3etOMrhUy8dijNmTs7Jedg,198.431,2013-08-27 17:30:23 UTC,16,""
maze_positioning,default,3etOMrhUy8dijNmTs7Jedg,182.617,2013-08-27 17:33:44 UTC,429,""
robot_positioning,default,3etOMrhUy8dijNmTs7Jedg,14.388,2013-08-27 17:34:17 UTC,3,""
varying_visualization,full-state,yftZO1sai8atWXvhS93igg,80.307,2013-08-27 17:35:03 UTC,100,""
pyramid_building,2.9,HEkYDIaNxdn7vBzAnndh4Q,259.296,2013-08-27 17:36:24 UTC,8,""
varying_visualization,mean & variance,yftZO1sai8atWXvhS93igg,118.836,2013-08-27 17:37:16 UTC,100,""
varying_visualization,full-state,LfD7Xy7E9s797XhTmL6m-Q,131.277,2013-08-27 17:42:05 UTC,100,""
varying_control,global,LfD7Xy7E9s797XhTmL6m-Q,114.345,2013-08-27 17:44:33 UTC,16,""
maze_positioning,default,LfD7Xy7E9s797XhTmL6m-Q,279.422,2013-08-27 17:49:31 UTC,455,""
robot_positioning,default,nMCKNVjEKlIt81jLqb8H5w,10.622,2013-08-27 17:49:52 UTC,4,""
robot_positioning,default,LfD7Xy7E9s797XhTmL6m-Q,2.006,2013-08-27 17:49:56 UTC,1,""
robot_positioning,default,nMCKNVjEKlIt81jLqb8H5w,5.594,2013-08-27 17:50:09 UTC,3,""
pyramid_building,6.2,LfD7Xy7E9s797XhTmL6m-Q,229.09,2013-08-27 17:56:49 UTC,8,""
varying_visualization,full-state,LfD7Xy7E9s797XhTmL6m-Q,131.377,2013-08-27 18:00:44 UTC,100,""
varying_control,global,LfD7Xy7E9s797XhTmL6m-Q,102.591,2013-08-27 18:02:51 UTC,16,""
maze_positioning,default,LfD7Xy7E9s797XhTmL6m-Q,72.908,2013-08-27 18:04:18 UTC,134,""
robot_positioning,default,LfD7Xy7E9s797XhTmL6m-Q,1.35,2013-08-27 18:05:38 UTC,1,""
pyramid_building,3.9,LfD7Xy7E9s797XhTmL6m-Q,124.155,2013-08-27 18:07:53 UTC,8,""
varying_visualization,mean,KnB-r3QzRzp38c40WZ0ZXQ,115.496,2013-08-27 18:09:09 UTC,100,""
varying_control,attractive,KnB-r3QzRzp38c40WZ0ZXQ,154.482,2013-08-27 18:14:26 UTC,16,""
robot_positioning,default,KnB-r3QzRzp38c40WZ0ZXQ,9.928,2013-08-27 18:18:21 UTC,3,""
varying_visualization,mean,thVW5HmBjIjLZZLGWsYm-A,224.89,2013-08-27 19:34:53 UTC,100,""
maze_positioning,default,thVW5HmBjIjLZZLGWsYm-A,73.469,2013-08-27 20:03:58 UTC,131,""
maze_positioning,default,KnB-r3QzRzp38c40WZ0ZXQ,112.385,2013-08-27 18:16:45 UTC,247,""
varying_visualization,convex-hull,thVW5HmBjIjLZZLGWsYm-A,319.765,2013-08-27 19:40:42 UTC,100,""
varying_visualization,full-state,thVW5HmBjIjLZZLGWsYm-A,185.501,2013-08-27 19:45:25 UTC,100,""
varying_visualization,mean & variance,thVW5HmBjIjLZZLGWsYm-A,112.833,2013-08-27 19:47:57 UTC,100,""
varying_control,global,thVW5HmBjIjLZZLGWsYm-A,171.831,2013-08-27 19:59:56 UTC,16,""
maze_positioning,default,thVW5HmBjIjLZZLGWsYm-A,86.688,2013-08-27 20:02:12 UTC,146,""
maze_positioning,default,thVW5HmBjIjLZZLGWsYm-A,104.068,2013-08-27 20:06:33 UTC,245,""
varying_visualization,full-state,jHPP5p0pkiFMKfd8bQ3q3Q,199.897,2013-08-27 20:25:42 UTC,100,""
varying_visualization,full-state,iLbTqneqGyqkKpnRfvHHig,87.055,2013-08-27 21:06:57 UTC,100,""
varying_visualization,full-state,DWl1QOxzfNGnIBqgWlxUJg,145.947,2013-08-27 21:08:47 UTC,100,""
varying_control,global,oxuemzjkqJBgiQXpWhR3-A,122.962,2013-08-27 21:27:19 UTC,16,""
varying_visualization,convex-hull,W_as7oLXlRwVGKtXt_9E7w,295.202,2013-08-27 22:03:01 UTC,100,""
varying_visualization,convex-hull,yeI1eQqz3GuFUcRVYzJ1qg,214.774,2013-08-27 22:28:37 UTC,100,""
varying_visualization,full-state,hVH12PYlUXWwzKnIipg9GA,155.357,2013-08-27 22:41:16 UTC,100,""
varying_control,attractive,hVH12PYlUXWwzKnIipg9GA,43.996,2013-08-27 22:42:43 UTC,16,""
maze_positioning,default,hVH12PYlUXWwzKnIipg9GA,34.001,2013-08-27 22:43:35 UTC,234,""
robot_positioning,default,hVH12PYlUXWwzKnIipg9GA,11.603,2013-08-27 22:44:00 UTC,2,""
pyramid_building,7.6,FuJL3s8rvNaBWFxJCq3_lw,249.899,2013-08-28 00:22:02 UTC,8,""
varying_visualization,full-state,FuJL3s8rvNaBWFxJCq3_lw,99.737,2013-08-28 02:00:20 UTC,100,""
varying_visualization,convex-hull,FuJL3s8rvNaBWFxJCq3_lw,116.951,2013-08-28 02:03:00 UTC,100,""
varying_visualization,mean & variance,FuJL3s8rvNaBWFxJCq3_lw,95.75,2013-08-28 02:16:31 UTC,100,""
varying_visualization,mean,FuJL3s8rvNaBWFxJCq3_lw,92.863,2013-08-28 02:18:41 UTC,100,""
varying_control,repulsive,FuJL3s8rvNaBWFxJCq3_lw,134.945,2013-08-28 03:56:39 UTC,16,""
varying_visualization,mean & variance,Xr0h8gzWxnGWwpXOR0dt2Q,66.807,2013-08-28 05:32:57 UTC,100,""
robot_positioning,default,pZxdP8TWzmUM5AsodMjSww,10.286,2013-08-28 11:32:31 UTC,4,""
maze_positioning,default,pqMDCazu_GtQYelZ-Yz71A,71.088,2013-08-28 12:12:53 UTC,131,""
robot_positioning,default,pqMDCazu_GtQYelZ-Yz71A,1.395,2013-08-28 12:13:09 UTC,1,""
pyramid_building,8.4,l0jdMpwMmSqbg1C98FGtJg,275.544,2013-08-28 13:02:41 UTC,8,""
pyramid_building,9.4,l0jdMpwMmSqbg1C98FGtJg,289.101,2013-08-28 13:07:42 UTC,8,""
varying_control,attractive,l0jdMpwMmSqbg1C98FGtJg,38.724,2013-08-28 13:08:50 UTC,16,""
robot_positioning,default,l0jdMpwMmSqbg1C98FGtJg,11.063,2013-08-28 13:09:31 UTC,4,""
robot_positioning,default,l0jdMpwMmSqbg1C98FGtJg,41.068,2013-08-28 13:10:30 UTC,7,""
varying_visualization,full-state,bDYORyYLSIceKC_qKXGSKg,416.076,2013-08-28 16:20:27 UTC,100,""
maze_positioning,default,F7wAfh9wu3KMXz79DHDV1Q,94.152,2013-08-28 17:34:00 UTC,494,""
maze_positioning,default,1Du0SMCOylr1EOoXe9VkTQ,85.834,2013-08-28 19:31:18 UTC,306,""
robot_positioning,default,1Du0SMCOylr1EOoXe9VkTQ,7.51,2013-08-28 19:32:10 UTC,2,""
robot_positioning,default,1Du0SMCOylr1EOoXe9VkTQ,6.672,2013-08-28 19:32:31 UTC,3,""
robot_positioning,default,1Du0SMCOylr1EOoXe9VkTQ,5.368,2013-08-28 19:32:49 UTC,2,""
pyramid_building,1.3,1Du0SMCOylr1EOoXe9VkTQ,187.986,2013-08-28 19:37:03 UTC,8,""
maze_positioning,default,9wC_AGoZXNnJJKNQhYExFw,132.64,2013-08-28 22:33:07 UTC,453,""
robot_positioning,default,9wC_AGoZXNnJJKNQhYExFw,78.83,2013-08-28 22:34:57 UTC,5,""
varying_visualization,mean,VIAAwpa2oR2VXM-XCoS5lg,133.89,2013-08-28 23:40:01 UTC,100,""
varying_control,repulsive,VIAAwpa2oR2VXM-XCoS5lg,150.617,2013-08-28 23:43:53 UTC,16,""
robot_positioning,default,qgNLzZTIkxeMzccmGbPBuw,169.499,2013-08-29 01:56:01 UTC,10,""
robot_positioning,default,qgNLzZTIkxeMzccmGbPBuw,78.054,2013-08-29 01:57:39 UTC,5,""
robot_positioning,default,qgNLzZTIkxeMzccmGbPBuw,1.254,2013-08-29 01:57:55 UTC,1,""
robot_positioning,default,qgNLzZTIkxeMzccmGbPBuw,110.236,2013-08-29 01:59:59 UTC,8,""
robot_positioning,default,qgNLzZTIkxeMzccmGbPBuw,29.454,2013-08-29 02:00:42 UTC,6,""
robot_positioning,default,iM7b8cMqKiB_Z06vbnDm5g,46.829,2013-08-29 15:40:53 UTC,2,""
robot_positioning,default,iM7b8cMqKiB_Z06vbnDm5g,3.916,2013-08-29 15:41:27 UTC,1,""
robot_positioning,default,iM7b8cMqKiB_Z06vbnDm5g,1.806,2013-08-29 15:41:47 UTC,1,""
robot_positioning,default,iM7b8cMqKiB_Z06vbnDm5g,33.6,2013-08-29 15:42:43 UTC,4,""
robot_positioning,default,iM7b8cMqKiB_Z06vbnDm5g,212.966,2013-08-29 15:46:43 UTC,10,""
robot_positioning,default,iM7b8cMqKiB_Z06vbnDm5g,57.4,2013-08-29 15:48:20 UTC,6,""
varying_visualization,mean,J59sSboDuVLyLgb7u9RnCg,164.244,2013-08-29 15:53:29 UTC,100,""
varying_visualization,mean & variance,J59sSboDuVLyLgb7u9RnCg,194.181,2013-08-29 15:57:27 UTC,100,""
varying_control,global,J59sSboDuVLyLgb7u9RnCg,223.53,2013-08-29 16:01:54 UTC,16,""
varying_control,attractive,J59sSboDuVLyLgb7u9RnCg,187.378,2013-08-29 16:05:20 UTC,16,""
varying_control,repulsive,J59sSboDuVLyLgb7u9RnCg,169.894,2013-08-29 16:08:28 UTC,16,""
maze_positioning,default,J59sSboDuVLyLgb7u9RnCg,108.751,2013-08-29 16:10:37 UTC,486,""
maze_positioning,default,J59sSboDuVLyLgb7u9RnCg,150.208,2013-08-29 16:13:24 UTC,11,""
maze_positioning,default,J59sSboDuVLyLgb7u9RnCg,88.915,2013-08-29 16:15:08 UTC,279,""
robot_positioning,default,J59sSboDuVLyLgb7u9RnCg,104.219,2013-08-29 16:17:19 UTC,9,""
robot_positioning,default,J59sSboDuVLyLgb7u9RnCg,165.101,2013-08-29 16:20:31 UTC,8,""
robot_positioning,default,J59sSboDuVLyLgb7u9RnCg,62.363,2013-08-29 16:21:45 UTC,6,""
robot_positioning,default,J59sSboDuVLyLgb7u9RnCg,1.668,2013-08-29 16:22:00 UTC,1,""
robot_positioning,default,J59sSboDuVLyLgb7u9RnCg,10.176,2013-08-29 16:22:22 UTC,4,""
robot_positioning,default,J59sSboDuVLyLgb7u9RnCg,104.922,2013-08-29 16:24:23 UTC,10,""
robot_positioning,default,J59sSboDuVLyLgb7u9RnCg,107.809,2013-08-29 16:26:56 UTC,9,""
robot_positioning,default,J59sSboDuVLyLgb7u9RnCg,87.734,2013-08-29 16:28:50 UTC,8,""
robot_positioning,default,J59sSboDuVLyLgb7u9RnCg,52.958,2013-08-29 16:30:13 UTC,5,""
varying_visualization,convex-hull,J59sSboDuVLyLgb7u9RnCg,167.57,2013-08-29 16:33:39 UTC,100,""
varying_visualization,full-state,J59sSboDuVLyLgb7u9RnCg,177.483,2013-08-29 16:36:48 UTC,100,""
maze_positioning,default,UXrR7h1mTAzSCfYUBMicEQ,189.549,2013-08-29 18:27:00 UTC,127,""
robot_positioning,default,UXrR7h1mTAzSCfYUBMicEQ,9.601,2013-08-29 18:28:29 UTC,2,""
robot_positioning,default,UXrR7h1mTAzSCfYUBMicEQ,86.536,2013-08-29 18:31:03 UTC,6,""
robot_positioning,default,UXrR7h1mTAzSCfYUBMicEQ,8.744,2013-08-29 18:31:37 UTC,2,""
robot_positioning,default,UXrR7h1mTAzSCfYUBMicEQ,33.789,2013-08-29 18:33:44 UTC,6,""
robot_positioning,default,UXrR7h1mTAzSCfYUBMicEQ,6.542,2013-08-29 18:34:09 UTC,2,""
robot_positioning,default,UXrR7h1mTAzSCfYUBMicEQ,83.235,2013-08-29 18:35:42 UTC,7,""
maze_positioning,default,nbkJsZFNokF7dzAmKIT6GQ,159.593,2013-08-29 19:47:09 UTC,215,""
maze_positioning,default,lkrpuKlr-S50aLG_O7hyCQ,162.543,2013-08-30 03:01:59 UTC,401,""
maze_positioning,default,OAzR3WgfflUcye6WQanUSA,108.372,2013-08-30 14:04:21 UTC,324,""
robot_positioning,default,OAzR3WgfflUcye6WQanUSA,8.592,2013-08-30 14:04:43 UTC,2,""
maze_positioning,default,5DMnuiyQSoJUF1TjZuByBg,86.24,2013-08-30 16:15:34 UTC,144,""
maze_positioning,default,5DMnuiyQSoJUF1TjZuByBg,85.992,2013-08-30 16:17:10 UTC,355,""
maze_positioning,default,EMragLam_JXOQN5fE2UiAg,92.288,2013-08-30 17:40:05 UTC,183,""
robot_positioning,default,EMragLam_JXOQN5fE2UiAg,241.746,2013-08-30 17:44:53 UTC,9,""
pyramid_building,4.9,EMragLam_JXOQN5fE2UiAg,348.25,2013-08-30 17:50:57 UTC,8,""
varying_visualization,convex-hull,EMragLam_JXOQN5fE2UiAg,159.099,2013-08-30 17:53:52 UTC,100,""
maze_positioning,default,IXVO1s9yPuxhYJmKa5QBbw,98.027,2013-08-30 18:24:44 UTC,240,""
maze_positioning,default,IXVO1s9yPuxhYJmKa5QBbw,111.093,2013-08-30 18:27:15 UTC,27,""
maze_positioning,default,fYtuCzhG60DZm5bfCIhBpQ,99.332,2013-08-30 18:33:47 UTC,327,""
robot_positioning,default,fYtuCzhG60DZm5bfCIhBpQ,30.851,2013-08-30 18:34:47 UTC,4,""
pyramid_building,8.2,fYtuCzhG60DZm5bfCIhBpQ,355.225,2013-08-30 18:42:58 UTC,8,""
varying_visualization,full-state,fYtuCzhG60DZm5bfCIhBpQ,346.752,2013-08-30 18:53:47 UTC,100,""
varying_control,global,fYtuCzhG60DZm5bfCIhBpQ,123.754,2013-08-30 18:56:16 UTC,16,""
maze_positioning,default,GQPp7UP1xm2elzlrlKzW2A,87.405,2013-08-30 19:17:51 UTC,233,""
maze_positioning,default,3r2Un75hG7BLfqaHZINMDg,97.27,2013-08-30 21:13:34 UTC,361,""
varying_control,attractive,3r2Un75hG7BLfqaHZINMDg,51.902,2013-08-30 21:18:15 UTC,16,""
maze_positioning,default,MCzOjotHUzF7R672bdMqqg,93.56,2013-08-30 22:55:46 UTC,307,""
maze_positioning,default,MCzOjotHUzF7R672bdMqqg,93.515,2013-08-30 22:57:53 UTC,319,""
robot_positioning,default,MCzOjotHUzF7R672bdMqqg,12.746,2013-08-30 23:00:17 UTC,4,""
maze_positioning,default,LvAtAy9RAgF-G9LPfZlIdg,158.345,2013-08-31 02:03:24 UTC,111,""
robot_positioning,default,LvAtAy9RAgF-G9LPfZlIdg,22.028,2013-08-31 02:04:14 UTC,4,""
robot_positioning,default,LvAtAy9RAgF-G9LPfZlIdg,10.614,2013-08-31 02:04:44 UTC,2,""
robot_positioning,default,LvAtAy9RAgF-G9LPfZlIdg,10.652,2013-08-31 02:05:11 UTC,3,""
robot_positioning,default,LvAtAy9RAgF-G9LPfZlIdg,3.767,2013-08-31 02:05:53 UTC,1,""
robot_positioning,default,LvAtAy9RAgF-G9LPfZlIdg,9.768,2013-08-31 02:06:11 UTC,4,""
robot_positioning,default,LvAtAy9RAgF-G9LPfZlIdg,111.882,2013-08-31 02:08:24 UTC,7,""
pyramid_building,5.4,LvAtAy9RAgF-G9LPfZlIdg,320.296,2013-08-31 02:14:22 UTC,8,""
varying_control,attractive,yKI6gI1CGmQ_D3nv_EgMTg,77.242,2013-08-31 02:18:49 UTC,16,""
robot_positioning,default,yKI6gI1CGmQ_D3nv_EgMTg,9.494,2013-08-31 02:21:02 UTC,3,""
robot_positioning,default,yKI6gI1CGmQ_D3nv_EgMTg,56.845,2013-08-31 02:22:12 UTC,6,""
robot_positioning,default,yKI6gI1CGmQ_D3nv_EgMTg,71.208,2013-08-31 02:23:59 UTC,8,""
robot_positioning,default,yKI6gI1CGmQ_D3nv_EgMTg,6.683,2013-08-31 02:24:14 UTC,3,""
robot_positioning,default,yKI6gI1CGmQ_D3nv_EgMTg,4.727,2013-08-31 02:24:27 UTC,3,""
maze_positioning,default,JCykALWWYBzWAk8UsQivkg,80.371,2013-08-31 02:40:53 UTC,139,""
robot_positioning,default,JCykALWWYBzWAk8UsQivkg,79.171,2013-08-31 02:42:34 UTC,5,""
maze_positioning,default,G6gVD2TKxggC2ylYGUeE8Q,60.497,2013-08-31 02:42:54 UTC,43,""
maze_positioning,default,cDorBaU2VOI8YbogoJxVTw,71.379,2013-08-31 03:17:35 UTC,239,""
maze_positioning,default,LC_pMBp16Ee_2UusyIvm4A,86.452,2013-08-31 03:24:02 UTC,283,""
maze_positioning,default,LC_pMBp16Ee_2UusyIvm4A,89.739,2013-08-31 03:25:47 UTC,332,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,45.314,2013-08-31 03:52:42 UTC,5,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,5.831,2013-08-31 03:53:04 UTC,2,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,1.586,2013-08-31 03:53:20 UTC,1,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,5.754,2013-08-31 03:54:54 UTC,3,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,6.422,2013-08-31 03:56:02 UTC,4,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,19.148,2013-08-31 03:57:30 UTC,7,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,5.932,2013-08-31 03:57:56 UTC,2,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,4.785,2013-08-31 03:58:29 UTC,2,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,37.699,2013-08-31 04:00:11 UTC,6,""
robot_positioning,default,DG-e2yCfFUrz2Y5DITroWg,52.154,2013-08-31 04:01:16 UTC,8,""
pyramid_building,6.2,DG-e2yCfFUrz2Y5DITroWg,351.29,2013-08-31 04:07:23 UTC,8,""
maze_positioning,default,DG-e2yCfFUrz2Y5DITroWg,123.982,2013-08-31 04:09:50 UTC,44,""
maze_positioning,default,w54WWRm4brovQAf3FTl-Jg,57.754,2013-08-31 04:11:10 UTC,292,""
varying_control,global,w54WWRm4brovQAf3FTl-Jg,226.038,2013-08-31 04:15:23 UTC,16,""
varying_visualization,full-state,w54WWRm4brovQAf3FTl-Jg,132.257,2013-08-31 05:16:44 UTC,100,""
maze_positioning,default,2QK2ls-D5xv_Qobta-u5KA,72.641,2013-08-31 05:17:15 UTC,146,""
maze_positioning,default,o05I3gh6ThJIRImYR06FDg,223.417,2013-08-31 05:17:58 UTC,224,""
maze_positioning,default,o05I3gh6ThJIRImYR06FDg,103.39,2013-08-31 05:21:10 UTC,118,""
maze_positioning,default,o05I3gh6ThJIRImYR06FDg,66.059,2013-08-31 05:22:50 UTC,175,""
maze_positioning,default,o05I3gh6ThJIRImYR06FDg,141.065,2013-08-31 05:25:41 UTC,459,""
maze_positioning,default,HLhyGrjI3G1hhRsKyvNjlg,73.178,2013-08-31 07:36:34 UTC,261,""
maze_positioning,default,Gq-zS7ZuTQRG32ye1vweXA,127.134,2013-08-31 17:22:24 UTC,144,""
maze_positioning,default,Gq-zS7ZuTQRG32ye1vweXA,85.021,2013-08-31 17:26:51 UTC,476,""
robot_positioning,default,Gq-zS7ZuTQRG32ye1vweXA,4.349,2013-08-31 17:27:06 UTC,1,""
robot_positioning,default,Gq-zS7ZuTQRG32ye1vweXA,1.424,2013-08-31 17:27:58 UTC,1,""
robot_positioning,default,w-LMeU47lVsS9Rtx7-S67A,3.803,2013-08-31 19:19:17 UTC,1,""
pyramid_building,4.2,w-LMeU47lVsS9Rtx7-S67A,371.113,2013-08-31 19:25:51 UTC,8,""
maze_positioning,default,Gq-zS7ZuTQRG32ye1vweXA,58.876,2013-08-31 17:23:51 UTC,201,""
maze_positioning,default,Gq-zS7ZuTQRG32ye1vweXA,37.712,2013-08-31 17:24:50 UTC,204,""
robot_positioning,default,Gq-zS7ZuTQRG32ye1vweXA,22.674,2013-08-31 17:27:48 UTC,6,""
varying_control,attractive,Gq-zS7ZuTQRG32ye1vweXA,45.167,2013-08-31 17:29:42 UTC,16,""
maze_positioning,default,j3F9bjM3qVvQR-acu6xsRw,115.395,2013-08-31 19:13:28 UTC,418,""
robot_positioning,default,j3F9bjM3qVvQR-acu6xsRw,23.827,2013-08-31 19:14:19 UTC,3,""
maze_positioning,default,w-LMeU47lVsS9Rtx7-S67A,170.876,2013-08-31 19:16:48 UTC,424,""
robot_positioning,default,hPyLUkU020VAMgh9riwJ1g,11.275,2013-09-01 21:35:49 UTC,2,""
pyramid_building,1.9,hPyLUkU020VAMgh9riwJ1g,170.487,2013-09-01 21:38:55 UTC,8,""
varying_visualization,full-state,hPyLUkU020VAMgh9riwJ1g,138.427,2013-09-01 21:41:29 UTC,100,""
maze_positioning,default,xZICXVWqk9h74-sgfOwp1Q,142.606,2013-09-02 20:57:06 UTC,160,""
maze_positioning,default,uDn3Oh9MGJWe0EB4z7zdvA,108.325,2013-09-03 11:41:32 UTC,394,""
maze_positioning,default,3r2Un75hG7BLfqaHZINMDg,58.786,2013-09-03 16:28:18 UTC,201,""
varying_visualization,full-state,nyk_ZFFf42auAmkY8SjYKg,202.505,2013-09-03 16:38:54 UTC,100,""
varying_visualization,full-state,nyk_ZFFf42auAmkY8SjYKg,237.493,2013-09-03 16:46:27 UTC,100,""
maze_positioning,default,TA3Gypd3jhunLYb_tgQTtA,70.714,2013-09-03 17:13:47 UTC,111,""
robot_positioning,default,TA3Gypd3jhunLYb_tgQTtA,1.457,2013-09-03 17:14:44 UTC,1,""
maze_positioning,default,FiUuoVfT_50_4XOWwq_4Pw,106.395,2013-09-03 17:47:08 UTC,87,""
maze_positioning,default,FiUuoVfT_50_4XOWwq_4Pw,86.045,2013-09-03 17:48:51 UTC,235,""
varying_control,global,uDn3Oh9MGJWe0EB4z7zdvA,159.298,2013-09-03 18:59:16 UTC,16,""
maze_positioning,default,UBNanAYsj7bXa2XQ5M9PjA,161.937,2013-09-03 19:27:41 UTC,170,""
maze_positioning,default,UBNanAYsj7bXa2XQ5M9PjA,91.934,2013-09-03 19:29:46 UTC,83,""
maze_positioning,default,UBNanAYsj7bXa2XQ5M9PjA,64.985,2013-09-03 19:31:08 UTC,357,""
maze_positioning,default,UBNanAYsj7bXa2XQ5M9PjA,75.577,2013-09-03 19:32:34 UTC,148,""
maze_positioning,default,UBNanAYsj7bXa2XQ5M9PjA,66.332,2013-09-03 19:33:51 UTC,364,""
robot_positioning,default,UBNanAYsj7bXa2XQ5M9PjA,21.788,2013-09-03 19:34:32 UTC,3,""
robot_positioning,default,UBNanAYsj7bXa2XQ5M9PjA,99.463,2013-09-03 19:36:25 UTC,6,""
robot_positioning,default,UBNanAYsj7bXa2XQ5M9PjA,79.447,2013-09-03 19:38:00 UTC,5,""
maze_positioning,default,li9F-M1gf2vi-_lVjXQpwQ,57.06,2013-09-03 19:43:25 UTC,107,""
